-0.319050,-0.450312,-0.082844,-0.110529,1.076630,-0.266721,2.531090,-1.113459,-0.632657,-0.632148
-0.068568,-0.209033,0.751896,0.343567,1.359636,0.037506,1.136695,-2.377254,-0.490382,-0.484063
-0.079637,-0.058120,0.710404,0.412260,1.006323,0.124364,1.174452,-2.579927,-0.355810,-0.354308
-0.235156,0.004331,0.829547,0.473183,1.003046,0.170026,0.982047,-2.616665,-0.305848,-0.304510
-0.278241,-0.144172,0.876200,0.421008,1.186250,0.252318,0.958879,-2.504331,-0.384811,-0.383099
-0.090526,-0.094677,0.939900,0.493636,1.230403,0.017501,0.837738,-2.510043,-0.413098,-0.410834
-0.030784,-0.087245,0.687218,0.494304,1.055326,-0.060045,1.262477,-2.494350,-0.414161,-0.412741
-0.231396,-0.101245,0.828186,0.543799,1.126251,-0.027111,1.137838,-2.461450,-0.408074,-0.406798
-0.084129,-0.079035,0.702304,0.477056,1.050393,-0.036659,1.305588,-2.465371,-0.435575,-0.434572
-0.124193,-0.023026,0.636769,0.426476,1.006505,0.023417,1.383134,-2.470028,-0.430001,-0.429054
-0.301012,-0.080030,0.805188,0.418847,1.163859,0.120384,1.152741,-2.458431,-0.411409,-0.410137
-0.099966,-0.063544,0.731811,0.407500,1.015786,0.102771,1.226492,-2.535629,-0.393144,-0.392075
-0.127194,-0.100263,0.810886,0.526350,0.993312,0.102582,1.064809,-2.582994,-0.344358,-0.343129
-0.120937,-0.159180,0.782627,0.539827,1.080574,0.014370,1.117391,-2.524507,-0.365885,-0.364280
-0.113008,-0.096061,0.719873,0.465724,1.058171,-0.002192,1.222562,-2.521841,-0.367418,-0.365811
-0.109452,-0.095685,0.668110,0.444223,1.108431,-0.089899,1.372192,-2.413364,-0.442888,-0.441667
-0.112118,-0.120606,0.832611,0.481305,1.231212,-0.037963,1.053584,-2.458095,-0.435952,-0.433979
-0.190475,-0.115651,0.745796,0.485293,1.096027,0.003937,1.263258,-2.451903,-0.418776,-0.417506
-0.112231,-0.045540,0.940107,0.489348,1.201904,0.102476,0.769058,-2.549287,-0.399076,-0.396758
-0.162069,-0.086661,0.715271,0.491701,1.083968,0.014231,1.214086,-2.503964,-0.384022,-0.382540
-0.080611,-0.113361,0.717048,0.478295,1.026964,0.029592,1.242626,-2.516014,-0.392818,-0.391722
-0.020502,-0.099822,0.789863,0.531885,1.057462,0.027252,0.981387,-2.603954,-0.332705,-0.330865
-0.091406,-0.151679,0.993329,0.420278,1.243463,0.180628,0.764214,-2.505701,-0.427535,-0.425591
-0.064313,-0.173809,0.842873,0.336592,1.216368,0.197517,1.006030,-2.497674,-0.432908,-0.430676
-0.183734,-0.273748,0.898962,0.366819,1.308840,0.110872,1.098082,-2.354984,-0.486270,-0.484838
-0.120370,-0.158107,0.729158,0.411277,1.144179,0.070874,1.227012,-2.467871,-0.419014,-0.417139
-0.139780,-0.110639,0.719989,0.511534,0.991800,0.049803,1.260034,-2.513685,-0.385050,-0.384006
-0.107271,-0.080380,0.684926,0.499076,0.991017,0.048440,1.250945,-2.536322,-0.375804,-0.374627
-0.080209,-0.080741,0.655383,0.443413,1.052105,0.014289,1.250897,-2.535806,-0.360541,-0.358790
-0.183977,-0.106531,0.935501,0.419872,1.206200,0.244100,0.843622,-2.514028,-0.423369,-0.421390
-0.125616,-0.030816,0.714605,0.456248,1.061176,0.038318,1.162872,-2.554111,-0.362214,-0.360463
-0.061468,-0.091654,0.879474,0.502467,1.134143,0.099618,0.837036,-2.591153,-0.355399,-0.353064
-0.003673,-0.062675,0.628093,0.465336,0.990452,-0.009381,1.260883,-2.562071,-0.354318,-0.352647
-0.171103,-0.174295,0.747307,0.389858,1.224149,-0.015689,1.306994,-2.361232,-0.473776,-0.472213
-0.090589,-0.163143,0.894145,0.442995,1.209576,0.165479,0.911879,-2.504523,-0.433804,-0.432013
-0.114546,-0.149538,0.727769,0.494991,1.139326,0.000759,1.178106,-2.488610,-0.395029,-0.393228
-0.079764,-0.208516,0.871508,0.442139,1.347478,0.002489,0.991821,-2.391633,-0.488998,-0.486525
-0.055910,-0.060085,0.856393,0.443602,1.169039,0.093223,0.890451,-2.569085,-0.384996,-0.382632
-0.187235,-0.027804,0.833274,0.377123,1.146050,0.230647,0.946505,-2.565445,-0.377585,-0.375529
-0.179704,-0.122107,0.776755,0.329382,1.158169,0.148978,1.239552,-2.433010,-0.459595,-0.458420
-0.156121,-0.005097,0.650807,0.454511,1.016836,0.036933,1.322087,-2.494264,-0.413465,-0.412228
-0.113729,-0.063608,0.817750,0.398877,1.148430,0.165343,0.982674,-2.557428,-0.390136,-0.388175
-0.157570,-0.256422,0.875160,0.340192,1.295839,0.307369,0.942663,-2.440091,-0.454773,-0.452366
-0.148735,-0.194590,0.665924,0.438741,1.156575,-0.033456,1.381945,-2.379548,-0.444215,-0.442642
-0.100322,-0.148272,0.670394,0.413735,1.130496,-0.004043,1.345589,-2.422124,-0.443499,-0.441955
-0.080034,-0.121282,0.756770,0.443003,1.065541,0.136360,1.113208,-2.555228,-0.380078,-0.378260
-0.041313,-0.033980,0.840039,0.431891,1.125646,0.150373,0.829183,-2.626753,-0.338787,-0.336300
