-0.284720,-0.269757,-0.275867,-0.286565,-0.231401,-0.381200,-0.304308,1.633920,-0.304400,-0.304242,-0.288759,-0.283401,-0.290360,-0.291824,-0.253416,-0.312671,-0.304308,1.248691,-0.304308,-0.304342,-0.252194,-0.247623,-0.282044,-0.256925,-0.196617,-0.308873,-0.304308,4.850463,-0.304333,-0.304310
-0.288965,-0.272500,-0.283328,-0.301137,-0.187116,-0.351372,-0.318647,2.628080,-0.318645,-0.318642,-0.306447,-0.301820,-0.307075,-0.310464,-0.268955,-0.322501,-0.318647,0.903946,-0.318628,-0.318610,-0.270478,-0.260695,-0.286447,-0.277530,-0.179140,-0.345985,-0.318647,4.457699,-0.318657,-0.318647
-0.290187,-0.262165,-0.272605,-0.302447,-0.156228,-0.410282,-0.324780,3.103040,-0.324794,-0.324778,-0.311538,-0.305601,-0.310926,-0.317003,-0.273705,-0.336512,-0.324780,1.010643,-0.324788,-0.324819,-0.280036,-0.272717,-0.298187,-0.278216,-0.238081,-0.372742,-0.324780,4.098584,-0.324875,-0.324695
-0.296589,-0.281492,-0.297435,-0.310793,-0.184137,-0.339751,-0.334443,3.421009,-0.334427,-0.334423,-0.319710,-0.313718,-0.319885,-0.323602,-0.280658,-0.344936,-0.334443,1.143392,-0.334440,-0.334447,-0.292763,-0.282198,-0.302963,-0.297356,-0.176936,-0.378473,-0.334443,3.788881,-0.334452,-0.334369
-0.288939,-0.268276,-0.283551,-0.307013,-0.142723,-0.347755,-0.329307,3.674077,-0.329279,-0.329256,-0.316089,-0.310857,-0.316455,-0.322119,-0.283130,-0.337296,-0.329307,0.988838,-0.329302,-0.329329,-0.289535,-0.280399,-0.300867,-0.288831,-0.235171,-0.378321,-0.329307,3.598160,-0.329382,-0.329280
-0.276585,-0.264042,-0.278622,-0.288658,-0.182570,-0.314795,-0.310257,3.030306,-0.310241,-0.310239,-0.302467,-0.298284,-0.301181,-0.304353,-0.279445,-0.323223,-0.310257,0.470348,-0.310275,-0.310267,-0.263942,-0.253829,-0.278044,-0.270796,-0.172676,-0.334703,-0.310257,4.279854,-0.310262,-0.310240
-0.285966,-0.260191,-0.271447,-0.300672,-0.149340,-0.393588,-0.321274,3.184456,-0.321278,-0.321268,-0.309904,-0.303525,-0.307664,-0.315827,-0.269891,-0.326903,-0.321274,0.818548,-0.321257,-0.321263,-0.276687,-0.270451,-0.296909,-0.274910,-0.226789,-0.359081,-0.321274,4.088204,-0.321354,-0.321220
-0.281613,-0.268819,-0.285142,-0.295686,-0.183992,-0.323390,-0.318340,3.326266,-0.318327,-0.318330,-0.308451,-0.297185,-0.299652,-0.312616,-0.265687,-0.355983,-0.318340,0.673105,-0.318371,-0.318351,-0.274586,-0.269743,-0.297217,-0.275998,-0.214117,-0.333619,-0.318340,4.009231,-0.318374,-0.318334
-0.273508,-0.260988,-0.277886,-0.286496,-0.190334,-0.309061,-0.310946,3.408296,-0.310946,-0.310982,-0.304152,-0.299319,-0.301524,-0.305770,-0.281090,-0.329090,-0.310946,0.369912,-0.310977,-0.310959,-0.267466,-0.254952,-0.275682,-0.275206,-0.146153,-0.336728,-0.310946,3.995708,-0.310933,-0.310877
-0.285948,-0.273433,-0.287732,-0.295725,-0.185126,-0.329441,-0.319130,2.972129,-0.319110,-0.319087,-0.308356,-0.299619,-0.302879,-0.312824,-0.263041,-0.332370,-0.319130,0.760540,-0.319118,-0.319121,-0.272828,-0.266214,-0.293536,-0.275792,-0.194997,-0.344912,-0.319130,4.264186,-0.319155,-0.319105
-0.281658,-0.260689,-0.271026,-0.294372,-0.166012,-0.377735,-0.312781,2.769575,-0.312792,-0.312777,-0.302348,-0.296275,-0.300009,-0.303672,-0.266759,-0.329041,-0.312781,0.733558,-0.312785,-0.312784,-0.265030,-0.259699,-0.289625,-0.269439,-0.226494,-0.336509,-0.312781,4.408359,-0.312835,-0.312785
-0.293431,-0.272091,-0.281476,-0.305420,-0.161723,-0.365544,-0.322790,2.581624,-0.322775,-0.322739,-0.308198,-0.304147,-0.311213,-0.312907,-0.275949,-0.322614,-0.322790,1.136690,-0.322790,-0.322824,-0.274857,-0.268148,-0.296588,-0.278079,-0.229679,-0.372317,-0.322790,4.421134,-0.322886,-0.322683
-0.289123,-0.271579,-0.285762,-0.306919,-0.167060,-0.343585,-0.325575,3.289332,-0.325552,-0.325536,-0.313275,-0.303224,-0.306931,-0.319443,-0.260617,-0.349023,-0.325575,0.904005,-0.325572,-0.325566,-0.282014,-0.275373,-0.300648,-0.283120,-0.231912,-0.354579,-0.325575,3.981009,-0.325643,-0.325566
-0.276869,-0.264273,-0.278895,-0.288467,-0.193110,-0.332203,-0.310652,3.043788,-0.310652,-0.310677,-0.302646,-0.299637,-0.303105,-0.304530,-0.282221,-0.316411,-0.310652,0.490072,-0.310658,-0.310681,-0.264490,-0.253341,-0.276709,-0.273097,-0.148978,-0.345068,-0.310652,4.266052,-0.310646,-0.310590
-0.278695,-0.267056,-0.282736,-0.290667,-0.196869,-0.314170,-0.313450,3.139132,-0.313448,-0.313478,-0.305176,-0.298896,-0.301491,-0.307470,-0.274426,-0.332962,-0.313450,0.515847,-0.313464,-0.313460,-0.268040,-0.257286,-0.280421,-0.278152,-0.154718,-0.335211,-0.313450,4.190490,-0.313436,-0.313390
-0.275588,-0.262563,-0.276875,-0.287435,-0.181328,-0.320462,-0.309176,3.027144,-0.309166,-0.309171,-0.301565,-0.296460,-0.299006,-0.303029,-0.280858,-0.326405,-0.309176,0.452325,-0.309213,-0.309209,-0.262826,-0.251831,-0.275432,-0.271487,-0.173253,-0.335488,-0.309176,4.285045,-0.309178,-0.309160
-0.269680,-0.257385,-0.273706,-0.285233,-0.186335,-0.304611,-0.306004,3.305777,-0.306003,-0.306039,-0.300306,-0.294049,-0.295507,-0.299994,-0.278140,-0.334269,-0.306004,0.260091,-0.306071,-0.305955,-0.261586,-0.250285,-0.272384,-0.270521,-0.147837,-0.327364,-0.306004,4.097337,-0.305990,-0.305944
-0.283013,-0.266950,-0.282908,-0.298727,-0.167152,-0.331050,-0.321573,3.503579,-0.321551,-0.321542,-0.310471,-0.301561,-0.304942,-0.312858,-0.274049,-0.359959,-0.321573,0.785963,-0.321630,-0.321557,-0.279608,-0.270969,-0.293321,-0.278160,-0.230049,-0.374203,-0.321573,3.824591,-0.321666,-0.321515
-0.272038,-0.259886,-0.276091,-0.283263,-0.185660,-0.307825,-0.308058,3.270634,-0.308056,-0.308082,-0.301535,-0.294893,-0.296636,-0.301596,-0.281405,-0.344562,-0.308058,0.343907,-0.308139,-0.307969,-0.263430,-0.253285,-0.276324,-0.271670,-0.156978,-0.329776,-0.308058,4.114793,-0.308050,-0.308011
-0.289862,-0.272548,-0.285552,-0.306555,-0.177875,-0.340945,-0.324053,3.069343,-0.324040,-0.324041,-0.311485,-0.306935,-0.312450,-0.316956,-0.280407,-0.329608,-0.324053,0.932218,-0.324052,-0.324081,-0.278907,-0.269919,-0.294204,-0.285523,-0.210979,-0.363030,-0.324053,4.148695,-0.324090,-0.324055
-0.284858,-0.267139,-0.280780,-0.297774,-0.171360,-0.354889,-0.320440,3.206305,-0.320435,-0.320430,-0.308862,-0.297108,-0.300203,-0.308939,-0.271277,-0.375807,-0.320440,0.832009,-0.320536,-0.320387,-0.276024,-0.267538,-0.291734,-0.274633,-0.231353,-0.362249,-0.320440,4.068261,-0.320545,-0.320395
-0.281639,-0.258666,-0.269733,-0.297435,-0.155735,-0.378090,-0.315217,3.015163,-0.315220,-0.315214,-0.304881,-0.296057,-0.299102,-0.308263,-0.270255,-0.350265,-0.315217,0.716740,-0.315260,-0.315217,-0.269150,-0.263014,-0.290690,-0.271182,-0.225604,-0.347057,-0.315217,4.241967,-0.315285,-0.315204
-0.283928,-0.265425,-0.276015,-0.294329,-0.172475,-0.372351,-0.314274,2.689461,-0.314285,-0.314259,-0.302855,-0.296409,-0.300557,-0.306283,-0.269343,-0.326660,-0.314274,0.825917,-0.314280,-0.314302,-0.266212,-0.261969,-0.293670,-0.267701,-0.228686,-0.340966,-0.314274,4.438976,-0.314360,-0.314210
-0.277837,-0.262547,-0.276823,-0.292852,-0.174576,-0.323945,-0.312977,3.175850,-0.312965,-0.312972,-0.304657,-0.301300,-0.304803,-0.307066,-0.286873,-0.321114,-0.312977,0.517139,-0.312999,-0.313032,-0.267813,-0.258594,-0.282705,-0.276340,-0.183008,-0.335468,-0.312977,4.162194,-0.312988,-0.312976
