-0.266410,-0.260229,-0.285499,-0.275280,-0.176035,-0.314177,-0.309250,3.949735,-0.309267,-0.309162,-0.301352,-0.295875,-0.298508,-0.301790,-0.275317,-0.338779,-0.309250,0.484654,-0.309376,-0.309281,-0.271470,-0.266158,-0.288601,-0.270525,-0.231285,-0.374006,-0.309250,3.440174,-0.309460,-0.308973
-0.252100,-0.244859,-0.271207,-0.262780,-0.174805,-0.293999,-0.297840,4.254452,-0.297931,-0.297955,-0.292906,-0.283297,-0.284202,-0.291843,-0.260866,-0.334411,-0.297840,0.208529,-0.298012,-0.297936,-0.263489,-0.255077,-0.272465,-0.261815,-0.226362,-0.369451,-0.297840,3.114073,-0.298086,-0.297678
-0.253748,-0.246196,-0.272056,-0.266237,-0.177696,-0.295944,-0.299322,4.227596,-0.299311,-0.299316,-0.293718,-0.283112,-0.284127,-0.292917,-0.264751,-0.344351,-0.299322,0.267775,-0.299417,-0.299272,-0.264618,-0.254007,-0.270214,-0.260309,-0.232125,-0.385629,-0.299322,3.140199,-0.299489,-0.299045
-0.240642,-0.232501,-0.256953,-0.252741,-0.168516,-0.280649,-0.285002,4.117130,-0.284996,-0.285023,-0.284307,-0.271350,-0.271370,-0.281492,-0.258901,-0.324274,-0.285002,-0.208709,-0.285089,-0.285002,-0.248601,-0.242824,-0.263727,-0.247581,-0.207987,-0.331761,-0.285002,3.322820,-0.285121,-0.284829
-0.258778,-0.251566,-0.275859,-0.270667,-0.185488,-0.294238,-0.301744,3.956340,-0.301727,-0.301735,-0.296509,-0.288286,-0.289362,-0.296303,-0.274227,-0.335219,-0.301744,0.234949,-0.301818,-0.301760,-0.263559,-0.259207,-0.283036,-0.264854,-0.227890,-0.337495,-0.301744,3.476961,-0.301861,-0.301571
-0.254999,-0.247825,-0.272774,-0.266598,-0.185895,-0.292344,-0.298822,4.048507,-0.298815,-0.298839,-0.294537,-0.284006,-0.284651,-0.293368,-0.268966,-0.332414,-0.298822,0.141359,-0.298888,-0.298866,-0.261629,-0.256892,-0.279497,-0.262014,-0.215689,-0.328698,-0.298822,3.382430,-0.298924,-0.298701
-0.254871,-0.247114,-0.272010,-0.268926,-0.181099,-0.296701,-0.299374,4.119191,-0.299368,-0.299388,-0.294628,-0.284108,-0.284877,-0.293594,-0.268151,-0.332216,-0.299374,0.186279,-0.299438,-0.299408,-0.263141,-0.253115,-0.270645,-0.260272,-0.200202,-0.375549,-0.299374,3.290165,-0.299498,-0.299196
-0.259757,-0.250935,-0.274829,-0.272440,-0.177432,-0.315648,-0.304136,4.105311,-0.304128,-0.304132,-0.297604,-0.287281,-0.288614,-0.296077,-0.266119,-0.347911,-0.304136,0.357029,-0.304224,-0.304108,-0.267966,-0.255723,-0.271987,-0.266263,-0.208778,-0.399430,-0.304136,3.279641,-0.304282,-0.303904
-0.258833,-0.250568,-0.275252,-0.270152,-0.177326,-0.313039,-0.303666,4.149262,-0.303662,-0.303664,-0.297088,-0.288230,-0.289720,-0.297571,-0.272111,-0.331127,-0.303666,0.358175,-0.303729,-0.303717,-0.268035,-0.256343,-0.272555,-0.265007,-0.220630,-0.396096,-0.303666,3.225259,-0.303826,-0.303416
-0.244794,-0.236713,-0.262408,-0.256902,-0.171239,-0.285780,-0.290821,4.277875,-0.290818,-0.290844,-0.287850,-0.276429,-0.276748,-0.285959,-0.262689,-0.331123,-0.290821,0.014078,-0.290902,-0.290821,-0.256495,-0.248696,-0.266436,-0.254487,-0.220429,-0.354599,-0.290821,3.105248,-0.290964,-0.290614
-0.254303,-0.247306,-0.272118,-0.266707,-0.186433,-0.290909,-0.297705,4.003997,-0.297699,-0.297719,-0.293886,-0.281440,-0.281905,-0.293407,-0.263564,-0.335368,-0.297705,0.093838,-0.297772,-0.297724,-0.259951,-0.252389,-0.272672,-0.259150,-0.197993,-0.347701,-0.297705,3.438774,-0.297803,-0.297577
-0.254678,-0.246682,-0.271850,-0.268315,-0.178170,-0.293458,-0.299860,4.182071,-0.299853,-0.299873,-0.294563,-0.283682,-0.284588,-0.292779,-0.269326,-0.336963,-0.299860,0.236570,-0.299933,-0.299887,-0.264447,-0.254581,-0.271676,-0.261183,-0.214481,-0.382580,-0.299860,3.204124,-0.300004,-0.299636
-0.251707,-0.244616,-0.269575,-0.264183,-0.176268,-0.290192,-0.295438,4.040544,-0.295430,-0.295436,-0.291873,-0.283279,-0.283824,-0.291166,-0.270022,-0.325009,-0.295438,0.066919,-0.295502,-0.295465,-0.258128,-0.254011,-0.277467,-0.257602,-0.226047,-0.333127,-0.295438,3.399581,-0.295556,-0.295247
-0.250822,-0.243752,-0.268988,-0.263241,-0.179700,-0.287841,-0.294903,4.077788,-0.294896,-0.294911,-0.291521,-0.282160,-0.282627,-0.289802,-0.267381,-0.323898,-0.294903,0.050577,-0.294970,-0.294929,-0.258021,-0.253123,-0.275309,-0.256687,-0.219679,-0.336519,-0.294903,3.356864,-0.295025,-0.294720
-0.245219,-0.237925,-0.263467,-0.257036,-0.178938,-0.285346,-0.290018,4.153579,-0.290019,-0.290053,-0.287736,-0.273702,-0.273868,-0.285258,-0.262289,-0.334768,-0.290018,-0.056719,-0.290115,-0.289996,-0.254059,-0.247721,-0.267780,-0.251695,-0.218948,-0.333015,-0.290018,3.272171,-0.290137,-0.289886
-0.257191,-0.248189,-0.272255,-0.270126,-0.175246,-0.317994,-0.302025,4.140322,-0.302024,-0.302035,-0.296133,-0.288306,-0.289653,-0.294784,-0.271703,-0.338497,-0.302025,0.293778,-0.302112,-0.301984,-0.266141,-0.255660,-0.272694,-0.264344,-0.207235,-0.377467,-0.302025,3.247754,-0.302152,-0.301854
-0.255238,-0.246594,-0.271296,-0.268507,-0.179971,-0.296001,-0.300561,4.203153,-0.300556,-0.300584,-0.294951,-0.286237,-0.287397,-0.293156,-0.271394,-0.332070,-0.300561,0.265861,-0.300642,-0.300573,-0.265509,-0.256585,-0.274034,-0.265790,-0.222761,-0.369491,-0.300561,3.173088,-0.300691,-0.300391
-0.245698,-0.236417,-0.260620,-0.261179,-0.163274,-0.285671,-0.291051,4.215092,-0.291041,-0.291057,-0.288334,-0.275664,-0.275913,-0.286497,-0.260412,-0.330017,-0.291051,-0.017929,-0.291141,-0.291041,-0.255902,-0.247575,-0.265495,-0.255605,-0.212308,-0.361327,-0.291051,3.190193,-0.291190,-0.290824
-0.245292,-0.236238,-0.260770,-0.260466,-0.157216,-0.288083,-0.290855,4.236307,-0.290839,-0.290840,-0.287872,-0.275929,-0.276239,-0.285589,-0.259251,-0.333098,-0.290855,0.020221,-0.290945,-0.290836,-0.256006,-0.246329,-0.263170,-0.253599,-0.230026,-0.382644,-0.290855,3.158848,-0.291030,-0.290503
